payment_id,order_id,payment_method,amount,payment_date,payment_status
99,99,paypal,4544.0,2025-12-07 21:42:06,paid
100,100,paypal,5043.47,2025-07-01 18:29:34,refunded
101,101,card,2552.13,2026-02-24 08:13:37,paid
102,102,card,1166.76,2026-04-22 16:54:37,paid
103,103,card,1349.91,2026-02-05 02:43:07,paid
104,104,bank_transfer,919.3,2025-12-11 15:05:44,paid
105,105,card,1613.58,2026-02-12 16:34:43,paid
106,106,card,347.57,2025-09-09 22:27:04,paid
107,107,card,2895.72,2026-01-10 15:06:19,paid
108,108,paypal,1490.0,2025-05-07 02:09:27,paid
109,109,bank_transfer,1592.81,2025-06-02 14:30:44,paid
110,110,card,1956.35,2025-08-23 08:39:44,refunded
111,111,paypal,2304.1,2025-07-13 23:07:02,paid
112,112,paypal,1585.13,2025-10-30 08:28:25,paid
113,113,bank_transfer,1856.3,2025-08-13 08:16:33,paid
114,114,bank_transfer,2153.83,2026-01-06 15:56:03,refunded
115,115,card,66.79,2026-03-30 18:27:43,paid
116,116,bank_transfer,1323.73,2026-02-07 02:45:10,paid
117,117,card,3438.42,2025-11-12 08:09:54,paid
118,118,card,1052.12,2025-07-11 14:46:11,paid
119,119,bank_transfer,723.03,2025-05-19 17:22:31,paid
120,120,bank_transfer,1959.12,2025-12-21 11:08:58,refunded
121,121,bank_transfer,1091.25,2026-03-13 11:10:14,paid
122,122,bank_transfer,491.84,2025-07-12 23:36:05,paid
123,123,paypal,3606.16,2026-04-16 19:18:03,refunded
124,124,card,919.3,2025-04-29 15:55:11,paid
125,125,paypal,1394.58,2025-12-07 15:45:36,paid
126,126,paypal,2304.56,2025-10-06 02:58:34,refunded
127,127,bank_transfer,2368.51,2025-10-27 06:16:00,paid
128,128,paypal,1734.95,2025-05-29 19:32:56,paid
129,129,bank_transfer,3408.9,2025-07-18 11:15:42,paid
130,130,bank_transfer,213.84,2026-01-19 09:48:31,paid
131,131,bank_transfer,3372.49,2025-12-14 05:33:46,paid
132,132,card,870.96,2025-11-07 20:17:50,paid
133,133,card,911.92,2025-06-02 19:36:43,refunded
134,134,paypal,4023.3,2025-12-20 03:39:04,refunded
135,135,card,2143.27,2025-06-11 10:12:44,paid
136,136,bank_transfer,356.26,2025-06-23 01:53:44,paid
137,137,paypal,1767.28,2025-09-29 04:36:43,refunded
138,138,bank_transfer,1109.99,2025-05-16 11:57:22,refunded
139,139,card,1195.98,2025-12-29 16:35:45,refunded
140,140,paypal,2950.78,2025-06-25 08:36:04,paid
141,141,card,415.16,2026-02-05 22:42:13,paid
142,142,card,612.88,2025-06-25 15:48:35,paid
143,143,paypal,535.5,2025-06-11 14:29:32,refunded
144,144,bank_transfer,3586.87,2025-07-17 05:38:05,paid
145,145,bank_transfer,1952.0,2025-06-27 21:02:56,paid
146,146,paypal,1160.3,2025-06-12 14:17:36,paid
147,147,bank_transfer,1963.23,2026-03-30 07:48:58,paid
148,148,paypal,995.33,2026-01-19 10:14:28,paid
149,149,card,491.08,2026-04-21 13:47:12,paid
150,150,card,1822.64,2026-01-24 17:08:07,paid
151,151,paypal,3304.49,2025-10-23 12:33:22,paid
152,152,paypal,1757.26,2025-10-04 00:57:54,refunded
153,153,paypal,1561.75,2025-10-25 22:11:10,paid
154,154,paypal,919.22,2026-02-13 23:55:49,refunded
155,155,card,936.08,2026-01-09 03:29:55,refunded
156,156,paypal,2727.35,2025-06-20 23:54:30,paid
157,157,paypal,2829.41,2025-05-18 11:23:14,paid
158,158,card,1124.31,2025-06-11 11:44:22,paid
159,159,paypal,919.36,2025-12-19 01:17:42,paid
160,160,bank_transfer,3131.64,2026-02-21 06:17:09,refunded
161,161,card,1027.35,2026-02-11 11:43:09,paid
162,162,card,438.21,2026-01-14 06:03:35,refunded
163,163,card,3709.16,2025-06-01 08:30:39,paid
164,164,card,2739.6,2025-06-11 18:24:52,refunded
165,165,bank_transfer,2403.94,2025-06-10 12:12:42,paid
166,166,paypal,3534.6,2025-09-23 08:02:19,paid
167,167,card,1246.68,2025-10-01 03:29:01,paid
168,168,bank_transfer,1874.52,2025-06-07 06:57:39,paid
169,169,card,1348.9,2025-06-17 00:11:58,refunded
170,170,paypal,1257.31,2026-04-17 10:03:04,paid
171,171,paypal,1264.47,2025-07-06 22:40:36,refunded
172,172,paypal,2418.7,2025-05-14 00:29:46,paid
173,173,paypal,4978.59,2025-06-13 17:53:52,refunded
174,174,card,987.28,2025-12-23 13:02:24,paid
175,175,bank_transfer,1617.19,2026-02-01 23:36:26,paid
176,176,card,5830.81,2025-05-10 03:34:24,refunded
177,177,paypal,3879.57,2025-10-18 03:12:48,paid
178,178,bank_transfer,704.32,2025-06-19 13:27:14,paid
179,179,card,448.7,2026-02-02 11:52:28,refunded
180,180,bank_transfer,1432.61,2025-09-07 21:54:17,paid
181,181,bank_transfer,2530.34,2026-01-09 16:57:16,paid
182,182,bank_transfer,920.8,2026-02-10 02:15:34,paid
183,183,bank_transfer,3474.38,2026-04-22 03:42:11,refunded
184,184,card,713.98,2025-11-19 05:33:58,refunded
185,185,bank_transfer,1180.17,2026-02-16 20:31:53,refunded
186,186,bank_transfer,3762.84,2025-10-14 16:04:15,paid
187,187,card,1406.56,2026-04-24 19:55:09,paid
188,188,paypal,2682.22,2025-08-02 07:51:25,paid
189,189,bank_transfer,2884.56,2025-07-13 13:43:20,refunded
190,190,bank_transfer,3855.48,2026-04-22 04:35:31,refunded
191,191,paypal,111.76,2025-12-25 15:25:15,paid
192,192,card,2771.31,2026-02-11 17:29:42,paid
193,193,bank_transfer,630.8,2026-02-05 03:01:05,paid
194,194,card,1544.86,2025-07-19 20:09:18,paid
195,195,paypal,976.07,2025-05-12 03:29:42,paid
196,196,paypal,4190.6,2025-08-19 18:09:47,paid
197,197,paypal,1357.6,2025-12-05 19:51:33,paid
198,198,card,6053.29,2025-07-11 11:51:44,paid
199,199,paypal,1204.16,2025-10-12 06:52:27,paid
200,200,paypal,154.75,2025-09-22 09:50:56,paid
201,201,bank_transfer,2023.92,2025-09-05 18:03:08,refunded
202,202,paypal,1228.6,2025-07-17 16:50:43,paid
203,203,paypal,188.24,2025-11-21 22:51:53,refunded
204,204,card,1603.94,2025-05-02 22:06:49,paid
205,205,card,271.79,2026-01-09 05:11:16,refunded
206,206,bank_transfer,2433.23,2025-07-06 04:36:13,paid
207,207,bank_transfer,1964.91,2025-10-21 14:05:20,paid
208,208,paypal,478.05,2026-01-05 10:29:39,paid
209,209,bank_transfer,2473.08,2026-04-03 05:39:35,paid
210,210,bank_transfer,1710.66,2026-01-11 01:05:18,paid
211,211,bank_transfer,1685.21,2026-03-08 19:34:58,paid
212,212,paypal,4375.29,2025-08-22 19:05:28,paid
213,213,bank_transfer,1980.62,2026-02-23 09:05:23,paid
214,214,card,1375.52,2025-11-16 01:39:10,paid
215,215,bank_transfer,278.33,2025-06-06 23:54:47,refunded
216,216,paypal,1614.0,2025-06-24 20:05:05,paid
217,217,bank_transfer,2118.72,2026-02-18 14:26:04,refunded
218,218,card,5943.46,2026-02-26 14:14:19,paid
219,219,paypal,3830.31,2025-08-15 06:33:55,paid
220,220,paypal,2067.57,2025-07-05 03:15:58,paid
221,221,paypal,1767.83,2025-06-05 18:30:29,paid
222,222,paypal,1642.2,2025-06-01 18:17:45,paid
223,223,card,2682.34,2025-08-16 04:01:08,paid
224,224,bank_transfer,753.62,2025-05-06 12:40:58,paid
225,225,card,4369.29,2026-02-28 11:30:47,paid
226,226,paypal,4979.82,2025-11-30 13:40:21,paid
227,227,bank_transfer,753.36,2026-01-18 00:30:32,paid
228,228,card,1553.8,2025-09-28 01:57:58,paid
229,229,card,1464.83,2025-12-26 13:50:06,refunded
230,230,card,1202.76,2025-11-17 13:58:31,paid
231,231,card,1315.59,2025-06-21 08:40:25,refunded
232,232,paypal,1781.3,2026-04-20 18:43:59,paid
233,233,bank_transfer,2705.36,2025-09-05 15:44:01,paid
234,234,card,879.94,2026-03-27 15:52:27,refunded
235,235,paypal,909.0,2025-05-01 02:30:54,paid
236,236,bank_transfer,1988.52,2025-12-07 14:00:42,paid
237,237,paypal,282.88,2026-01-10 22:43:05,paid
238,238,card,3158.33,2025-09-01 13:18:51,refunded
239,239,card,1914.41,2025-06-19 00:51:51,paid
240,240,bank_transfer,647.52,2025-06-25 01:44:38,paid
241,241,bank_transfer,4433.14,2025-12-15 07:06:04,paid
242,242,card,571.4,2025-08-17 01:51:26,refunded
243,243,paypal,2695.54,2025-09-20 13:41:46,refunded
244,244,paypal,303.04,2025-06-16 17:50:15,paid
245,245,paypal,2622.34,2025-05-04 08:26:16,paid
246,246,paypal,5319.12,2026-03-19 21:59:09,paid
247,247,bank_transfer,2341.8,2026-03-13 09:56:05,paid
248,248,paypal,482.36,2025-12-13 09:46:27,paid
249,249,card,5468.38,2025-07-11 22:06:02,refunded
250,250,bank_transfer,26.44,2026-01-24 20:28:13,paid
251,251,card,640.17,2026-03-22 15:13:41,paid
252,252,card,2033.51,2025-09-17 03:49:38,refunded
253,253,bank_transfer,2114.09,2025-09-10 15:45:19,paid
254,254,bank_transfer,1732.78,2026-02-01 23:11:28,paid
255,255,bank_transfer,1619.37,2025-09-22 12:26:30,refunded
256,256,bank_transfer,1371.0,2026-03-19 20:01:02,refunded
257,257,card,3089.31,2026-02-28 22:33:33,paid
258,258,bank_transfer,1095.94,2025-05-23 08:09:38,refunded
259,259,paypal,584.8,2026-03-08 11:47:35,refunded
260,260,bank_transfer,2309.43,2026-02-09 21:41:04,paid
261,261,paypal,1134.89,2026-02-07 13:11:35,refunded
262,262,bank_transfer,440.42,2026-01-07 04:33:56,paid
263,263,card,3285.0,2025-04-28 06:02:11,paid
264,264,bank_transfer,3660.14,2026-03-06 11:44:05,paid
265,265,paypal,3420.07,2026-04-24 04:22:31,paid
266,266,paypal,849.74,2025-07-20 01:35:06,refunded
267,267,paypal,2812.98,2026-01-30 15:24:28,paid
268,268,paypal,1384.94,2026-01-11 18:07:43,paid
269,269,card,4622.68,2025-12-04 16:20:08,paid
270,270,card,1893.64,2025-12-15 07:29:40,paid
271,271,card,3095.31,2025-09-08 20:10:27,paid
272,272,card,885.3,2025-06-16 11:55:25,paid
273,273,card,2788.4,2026-02-24 07:22:43,refunded
274,274,bank_transfer,345.64,2026-01-22 11:50:21,refunded
275,275,card,1801.24,2025-12-10 06:58:47,paid
276,276,paypal,2515.08,2025-11-06 14:28:19,paid
277,277,bank_transfer,3275.74,2026-03-13 12:30:57,paid
278,278,paypal,146.07,2025-05-04 08:36:32,paid
279,279,bank_transfer,123.15,2026-02-23 05:06:35,refunded
280,280,card,2197.87,2025-06-04 12:07:15,refunded
281,281,bank_transfer,463.55,2025-07-25 14:53:31,refunded
282,282,card,676.84,2025-10-20 22:53:33,paid
283,283,card,1398.66,2025-06-12 19:38:00,refunded
284,284,card,4081.87,2025-06-21 19:08:25,refunded
285,285,bank_transfer,133.98,2025-08-12 17:39:24,paid
286,286,paypal,868.65,2025-07-10 18:59:39,refunded
287,287,card,1805.76,2025-10-09 08:43:48,refunded
288,288,bank_transfer,676.22,2026-04-25 21:45:15,paid
289,289,card,93.78,2025-09-14 03:27:16,paid
290,290,card,888.26,2025-11-27 04:58:38,paid
291,291,card,111.05,2025-09-01 13:46:40,refunded
292,292,paypal,2262.85,2025-11-23 07:59:07,paid
293,293,paypal,3767.52,2025-09-17 02:54:11,paid
294,294,paypal,285.4,2025-09-25 03:39:14,paid
295,295,bank_transfer,2889.27,2025-08-24 22:48:06,paid
296,296,paypal,1374.13,2026-02-17 20:55:10,paid
297,297,bank_transfer,2337.76,2026-04-21 14:17:23,refunded
298,298,card,3577.39,2025-06-17 08:09:46,paid
299,299,paypal,2499.47,2025-07-19 01:12:58,paid
300,300,bank_transfer,1641.19,2026-03-22 10:38:44,refunded
301,301,paypal,2155.15,2025-05-08 06:01:00,paid
302,302,bank_transfer,2172.5,2025-08-06 10:49:01,paid
303,303,bank_transfer,1573.56,2025-05-26 20:07:27,refunded
304,304,card,2659.5,2026-04-07 15:38:44,refunded
305,305,paypal,1761.8,2026-02-10 04:10:20,paid
306,306,paypal,9.61,2026-02-24 01:20:28,paid
307,307,paypal,2505.2,2025-06-27 08:11:50,paid
308,308,bank_transfer,1769.41,2025-05-07 15:51:57,paid
309,309,paypal,2912.12,2025-06-21 10:18:37,paid
310,310,bank_transfer,1749.56,2025-10-31 19:57:21,refunded
311,311,bank_transfer,886.6,2026-04-23 23:00:13,paid
312,312,paypal,1416.88,2025-05-18 15:27:41,paid
313,313,bank_transfer,1515.36,2025-10-08 19:02:34,paid
314,314,bank_transfer,321.85,2025-06-14 13:44:37,paid
315,315,paypal,3314.34,2025-09-15 05:11:47,paid
316,316,paypal,4426.39,2025-12-22 07:34:04,refunded
317,317,card,1666.79,2025-06-29 14:33:05,paid
318,318,bank_transfer,1311.55,2025-10-30 20:50:47,paid
319,319,bank_transfer,5003.24,2025-07-26 08:09:26,paid
320,320,paypal,1235.74,2025-11-30 06:23:24,paid
321,321,card,973.08,2025-11-05 21:20:04,paid
322,322,paypal,6128.4,2025-08-13 15:23:05,refunded
323,323,paypal,1464.9,2025-05-21 03:07:09,paid
324,324,bank_transfer,784.04,2025-07-01 08:07:37,paid
325,325,bank_transfer,2601.84,2025-12-16 08:41:22,paid
326,326,paypal,1460.96,2025-12-24 06:32:22,paid
327,327,bank_transfer,2586.79,2025-05-21 15:13:36,paid
328,328,card,1678.92,2025-10-16 20:22:33,refunded
329,329,bank_transfer,4987.32,2026-01-31 21:10:56,paid
330,330,paypal,838.3,2026-02-01 23:40:32,paid
331,331,bank_transfer,290.38,2025-05-30 20:57:18,paid
332,332,paypal,3546.47,2025-10-12 04:45:41,paid
333,333,paypal,4177.96,2025-10-10 06:13:37,paid
334,334,paypal,2431.39,2026-03-28 12:22:18,paid
335,335,bank_transfer,1640.7,2025-12-13 04:31:19,refunded
336,336,bank_transfer,1017.58,2025-05-06 10:47:57,refunded
337,337,card,212.52,2025-10-04 20:45:48,refunded
338,338,paypal,1958.46,2025-07-25 07:42:19,paid
339,339,card,1691.84,2025-06-17 04:56:16,paid
340,340,bank_transfer,971.47,2025-06-15 19:38:13,paid
341,341,card,2844.48,2026-03-27 16:25:53,paid
342,342,bank_transfer,1828.0,2025-08-14 23:37:32,paid
343,343,bank_transfer,793.22,2025-11-19 23:58:03,paid
344,344,paypal,921.01,2026-01-05 05:29:59,paid
345,345,bank_transfer,372.78,2026-04-12 16:57:45,paid
346,346,bank_transfer,2819.38,2025-06-08 07:39:51,refunded
347,347,card,487.05,2025-09-07 17:26:28,paid
348,348,card,1973.42,2025-08-29 18:28:01,refunded
349,349,bank_transfer,346.85,2025-08-07 03:40:18,paid
350,350,paypal,4180.98,2026-03-29 06:55:36,paid
351,351,card,2511.37,2025-06-28 07:35:36,paid
352,352,card,2782.79,2026-03-15 05:08:08,refunded
353,353,paypal,1144.68,2026-04-03 22:37:29,paid
354,354,card,1484.3,2026-01-18 12:42:23,refunded
355,355,bank_transfer,2809.46,2025-12-29 02:04:36,paid
356,356,card,1973.27,2026-01-02 00:58:16,paid
357,357,bank_transfer,1067.32,2025-04-30 16:26:33,refunded
358,358,bank_transfer,370.2,2025-07-22 20:29:07,paid
359,359,bank_transfer,1265.58,2026-01-25 01:17:57,paid
360,360,bank_transfer,1270.73,2026-01-28 14:57:13,paid
361,361,paypal,93.78,2026-03-30 06:11:18,paid
362,362,bank_transfer,1641.26,2025-08-16 13:56:23,paid
363,363,bank_transfer,3744.26,2025-05-10 07:47:48,refunded
364,364,card,761.14,2025-08-02 16:23:51,paid
365,365,card,1721.94,2025-05-20 12:20:09,refunded
366,366,paypal,1627.49,2025-06-15 04:43:15,refunded
367,367,bank_transfer,1793.4,2025-05-04 07:06:48,paid
368,368,paypal,1179.85,2025-12-22 23:28:49,paid
369,369,bank_transfer,2375.21,2025-09-15 18:38:41,refunded
370,370,bank_transfer,750.09,2026-04-15 08:50:26,paid
371,371,card,1532.52,2026-04-14 04:38:27,refunded
372,372,bank_transfer,932.44,2025-10-02 05:10:20,refunded
373,373,card,554.94,2025-11-06 11:37:40,paid
374,374,card,2865.56,2025-12-02 21:28:06,paid
375,375,bank_transfer,2997.85,2026-04-17 17:50:17,paid
376,376,paypal,33.3,2026-02-20 04:03:20,refunded
377,377,paypal,1919.13,2026-01-01 06:13:39,paid
378,378,card,2872.61,2025-10-20 00:43:16,refunded
379,379,card,1097.96,2025-09-17 20:10:02,paid
380,380,card,1528.22,2025-10-09 01:53:26,refunded
381,381,bank_transfer,655.4,2026-04-09 12:55:30,refunded
382,382,card,1780.82,2026-02-27 07:55:30,paid
383,383,card,1942.65,2025-08-25 10:34:02,paid
384,384,card,3145.36,2025-12-25 14:27:26,refunded
385,385,paypal,2539.84,2025-05-22 22:43:47,paid
386,386,bank_transfer,2277.84,2025-09-18 18:23:32,paid
387,387,card,180.33,2025-10-16 15:55:30,paid
388,388,bank_transfer,271.82,2025-12-12 21:47:34,refunded
389,389,paypal,2240.42,2026-01-15 15:43:03,refunded
390,390,card,2933.82,2026-02-24 00:51:45,paid
391,391,card,2154.2,2025-09-09 20:36:36,paid
392,392,bank_transfer,1728.66,2025-09-19 05:25:31,refunded
393,393,paypal,3047.02,2025-08-16 11:15:52,paid
394,394,bank_transfer,2287.29,2025-10-09 19:52:17,paid
395,395,bank_transfer,1724.36,2026-03-21 07:19:17,paid
396,396,bank_transfer,852.46,2025-07-03 16:41:08,paid
397,397,card,1763.47,2025-08-01 06:41:39,paid
398,398,bank_transfer,2017.63,2025-08-03 07:02:34,paid
399,399,card,3206.65,2025-10-30 22:56:45,refunded
400,400,card,964.04,2026-03-20 13:18:52,paid
401,401,paypal,972.7,2025-06-08 00:36:07,paid
402,402,bank_transfer,2942.59,2025-06-19 21:33:07,paid
403,403,card,1486.91,2026-03-18 17:20:44,paid
404,404,bank_transfer,2413.29,2026-03-08 08:20:52,refunded
405,405,bank_transfer,4019.13,2025-08-03 04:56:58,paid
406,406,paypal,3023.9,2025-10-24 00:36:56,refunded
407,407,card,670.08,2025-10-13 08:46:42,paid
408,408,card,1427.89,2025-04-28 18:30:47,paid
409,409,card,576.55,2025-06-09 15:50:41,paid
410,410,paypal,2503.72,2025-05-14 20:31:38,refunded
411,411,bank_transfer,1874.56,2025-11-29 06:20:39,refunded
412,412,card,1292.73,2025-05-20 18:46:58,paid
413,413,card,566.53,2026-02-20 11:28:38,paid
414,414,paypal,87.32,2025-06-12 18:23:17,paid
415,415,bank_transfer,1185.12,2026-03-03 07:52:30,refunded
416,416,paypal,505.04,2026-02-26 00:39:09,refunded
417,417,card,2367.66,2025-11-13 09:09:55,paid
418,418,card,1825.67,2025-06-14 08:29:24,refunded
419,419,card,2994.24,2025-05-12 18:52:32,paid
420,420,paypal,4357.12,2025-07-17 05:51:27,paid
421,421,card,897.4,2025-05-08 01:40:07,paid
422,422,paypal,2263.76,2026-03-06 18:49:54,refunded
423,423,card,1430.04,2026-04-16 17:37:43,paid
424,424,bank_transfer,133.98,2026-02-07 19:46:57,paid
425,425,paypal,3519.82,2026-03-01 12:04:47,paid
426,426,card,174.64,2025-10-04 23:35:19,refunded
427,427,card,1282.64,2025-11-28 18:48:35,paid
428,428,bank_transfer,3087.27,2025-07-26 00:50:53,paid
429,429,bank_transfer,136.56,2025-06-05 16:56:55,paid
430,430,card,1814.83,2025-10-19 05:26:07,paid
431,431,paypal,2474.43,2025-09-29 12:39:39,paid
432,432,card,3041.82,2025-08-12 23:56:23,refunded
433,433,paypal,296.28,2026-02-18 05:48:53,refunded
434,434,paypal,1656.72,2025-06-01 15:51:46,paid
435,435,card,187.56,2025-11-03 14:49:43,refunded
436,436,card,2479.94,2025-06-29 14:14:38,refunded
437,437,paypal,2869.3,2025-10-09 08:11:01,refunded
438,438,card,1133.05,2025-11-14 06:28:35,refunded
439,439,card,88.02,2025-05-14 06:46:41,paid
440,440,paypal,1689.15,2025-11-25 03:31:10,paid
441,441,paypal,117.02,2025-05-02 19:56:12,paid
442,442,paypal,848.85,2025-11-14 10:16:28,refunded
443,443,card,1357.32,2025-06-04 13:26:48,paid
444,444,bank_transfer,1952.2,2026-03-09 04:55:14,paid
445,445,card,1346.04,2026-02-03 23:49:17,paid
446,446,bank_transfer,913.44,2026-01-13 00:41:50,paid
447,447,card,3373.17,2025-09-16 23:09:21,paid
448,448,bank_transfer,2724.59,2025-10-18 14:11:09,refunded
449,449,paypal,2975.64,2025-06-08 10:58:34,paid
450,450,card,663.6,2025-06-24 06:56:25,paid
451,451,paypal,1440.83,2025-12-13 21:53:17,refunded
452,452,bank_transfer,1114.26,2025-05-09 14:09:43,refunded
453,453,paypal,1906.63,2026-03-30 23:06:38,refunded
454,454,card,1475.66,2026-02-01 06:14:08,paid
455,455,paypal,2605.26,2025-06-08 18:39:28,paid
456,456,paypal,82.93,2025-09-07 20:47:17,refunded
457,457,card,1245.44,2026-01-26 05:32:09,paid
458,458,paypal,3344.39,2025-05-21 07:57:07,refunded
459,459,paypal,1808.28,2025-10-24 16:40:56,paid
460,460,bank_transfer,2418.41,2025-05-30 12:25:24,paid
461,461,bank_transfer,1512.86,2025-07-12 15:22:29,refunded
462,462,bank_transfer,1674.56,2025-11-11 04:22:10,paid
463,463,paypal,2510.53,2025-05-14 05:16:02,paid
464,464,paypal,484.4,2025-10-03 09:27:15,paid
465,465,card,3246.25,2025-10-20 14:48:16,paid
466,466,card,356.16,2025-06-06 05:40:55,refunded
467,467,card,933.92,2025-08-01 10:52:24,paid
468,468,bank_transfer,655.16,2025-05-18 16:32:32,paid
469,469,paypal,571.4,2025-10-24 02:58:57,paid
470,470,paypal,1824.75,2026-01-29 12:02:37,paid
471,471,card,2297.46,2025-07-25 18:23:42,paid
472,472,bank_transfer,1163.28,2025-09-03 16:42:41,refunded
473,473,card,2161.96,2025-05-28 16:55:38,refunded
474,474,bank_transfer,1648.38,2025-05-16 06:13:43,refunded
