order_id,customer_id,order_date,status
59,857,2026-04-20 23:16:50,delivered
60,453,2026-02-13 04:40:42,processing
61,357,2026-02-28 14:58:53,cancelled
62,711,2026-03-09 15:54:57,cancelled
63,259,2026-02-20 04:05:41,processing
64,2,2025-05-13 09:25:23,cancelled
65,779,2025-07-15 03:14:50,delivered
66,902,2025-05-04 10:06:29,cancelled
67,819,2025-08-13 16:52:36,shipped
68,96,2025-08-23 00:19:28,shipped
69,853,2025-07-28 10:52:23,shipped
70,468,2026-04-20 23:15:18,shipped
71,957,2025-09-25 07:32:59,processing
72,858,2026-01-03 08:08:36,cancelled
73,566,2025-05-29 12:54:10,cancelled
74,795,2026-03-10 01:48:56,cancelled
75,723,2025-12-06 02:08:55,cancelled
76,340,2026-03-25 19:25:23,delivered
77,671,2026-03-02 03:26:59,shipped
78,639,2025-12-06 13:12:24,cancelled
79,547,2025-08-30 05:58:27,cancelled
80,701,2025-06-09 04:57:03,processing
81,649,2025-10-23 10:01:41,delivered
82,58,2025-05-23 11:29:13,processing
83,422,2025-09-09 09:44:27,shipped
84,392,2026-03-18 00:59:43,shipped
85,683,2026-04-01 06:30:56,delivered
86,307,2025-06-29 23:49:47,cancelled
87,495,2025-07-18 06:20:11,delivered
88,717,2026-04-01 08:12:22,processing
89,580,2026-02-04 09:34:25,delivered
90,636,2025-12-05 06:06:40,processing
91,452,2026-04-11 15:30:46,delivered
92,180,2026-04-23 07:06:39,shipped
93,936,2026-03-30 15:03:49,cancelled
94,773,2025-06-03 00:38:38,shipped
95,127,2025-05-06 13:24:18,cancelled
96,240,2026-02-24 04:48:27,cancelled
97,664,2025-06-24 15:18:13,delivered
98,312,2026-01-02 08:53:11,cancelled
99,551,2025-12-07 20:18:06,shipped
100,102,2025-07-01 17:32:34,cancelled
101,974,2026-02-24 07:22:37,shipped
102,283,2026-04-22 15:29:37,shipped
103,218,2026-02-05 02:26:07,delivered
104,806,2025-12-11 14:37:44,shipped
105,833,2026-02-12 16:17:43,shipped
106,554,2025-09-09 22:25:04,processing
107,367,2026-01-10 13:31:19,shipped
108,432,2025-05-07 00:29:27,delivered
109,371,2025-06-02 14:26:44,delivered
110,63,2025-08-23 06:43:44,cancelled
111,83,2025-07-13 21:50:02,processing
112,544,2025-10-30 07:30:25,processing
113,910,2025-08-13 08:03:33,shipped
114,321,2026-01-06 13:57:03,cancelled
115,486,2026-03-30 17:31:43,delivered
116,99,2026-02-07 02:29:10,processing
117,421,2025-11-12 06:55:54,processing
118,520,2025-07-11 14:01:11,shipped
119,866,2025-05-19 16:53:31,processing
120,827,2025-12-21 09:30:58,cancelled
121,317,2026-03-13 09:45:14,processing
122,411,2025-07-12 22:28:05,delivered
123,221,2026-04-16 17:45:03,cancelled
124,333,2025-04-29 14:18:11,delivered
125,633,2025-12-07 14:20:36,delivered
126,435,2025-10-06 02:02:34,cancelled
127,114,2025-10-27 06:08:00,processing
128,8,2025-05-29 18:50:56,shipped
129,123,2025-07-18 09:44:42,delivered
130,236,2026-01-19 09:42:31,processing
131,447,2025-12-14 04:11:46,delivered
132,428,2025-11-07 19:35:50,processing
133,176,2025-06-02 18:40:43,cancelled
134,604,2025-12-20 01:59:04,cancelled
135,173,2025-06-11 09:58:44,delivered
136,150,2025-06-23 01:43:44,processing
137,182,2025-09-29 04:27:43,cancelled
138,481,2025-05-16 11:47:22,cancelled
139,318,2025-12-29 15:12:45,cancelled
140,885,2025-06-25 07:18:04,delivered
141,488,2026-02-05 20:58:13,shipped
142,921,2025-06-25 15:16:35,processing
143,725,2025-06-11 13:36:32,cancelled
144,794,2025-07-17 04:11:05,processing
145,396,2025-06-27 19:37:56,processing
146,145,2025-06-12 13:05:36,processing
147,386,2026-03-30 07:01:58,processing
148,19,2026-01-19 09:49:28,processing
149,232,2026-04-21 12:42:12,shipped
150,790,2026-01-24 16:44:07,delivered
151,852,2025-10-23 11:14:22,shipped
152,292,2025-10-03 23:01:54,cancelled
153,856,2025-10-25 21:06:10,shipped
154,541,2026-02-13 23:48:49,cancelled
155,657,2026-01-09 01:51:55,cancelled
156,165,2025-06-20 22:00:30,processing
157,358,2025-05-18 11:12:14,delivered
158,384,2025-06-11 09:56:22,shipped
159,732,2025-12-18 23:19:42,processing
160,850,2026-02-21 06:16:09,cancelled
161,928,2026-02-11 09:56:09,delivered
162,154,2026-01-14 05:24:35,cancelled
163,125,2025-06-01 08:15:39,delivered
164,857,2025-06-11 17:05:52,cancelled
165,362,2025-06-10 11:02:42,shipped
166,520,2025-09-23 06:26:19,delivered
167,17,2025-10-01 01:55:01,processing
168,673,2025-06-07 06:34:39,delivered
169,851,2025-06-16 23:33:58,cancelled
170,207,2026-04-17 08:57:04,delivered
171,408,2025-07-06 20:49:36,cancelled
172,800,2025-05-13 22:35:46,delivered
173,410,2025-06-13 15:54:52,cancelled
174,817,2025-12-23 12:06:24,processing
175,617,2026-02-01 22:58:26,shipped
176,314,2025-05-10 02:00:24,cancelled
177,891,2025-10-18 02:06:48,processing
178,821,2025-06-19 12:00:14,shipped
179,801,2026-02-02 11:21:28,cancelled
180,798,2025-09-07 20:56:17,processing
181,972,2026-01-09 16:10:16,processing
182,408,2026-02-10 01:51:34,processing
183,512,2026-04-22 03:05:11,cancelled
184,711,2025-11-19 04:35:58,cancelled
185,177,2026-02-16 19:46:53,cancelled
186,727,2025-10-14 15:35:15,delivered
187,125,2026-04-24 19:08:09,shipped
188,568,2025-08-02 06:19:25,processing
189,737,2025-07-13 13:33:20,cancelled
190,461,2026-04-22 02:38:31,cancelled
191,890,2025-12-25 15:03:15,delivered
192,166,2026-02-11 16:56:42,processing
193,202,2026-02-05 01:38:05,processing
194,173,2025-07-19 19:58:18,shipped
195,47,2025-05-12 01:35:42,processing
196,643,2025-08-19 17:10:47,processing
197,75,2025-12-05 18:51:33,delivered
198,209,2025-07-11 10:13:44,processing
199,380,2025-10-12 05:54:27,delivered
200,254,2025-09-22 09:00:56,shipped
201,885,2025-09-05 16:30:08,cancelled
202,321,2025-07-17 14:57:43,shipped
203,316,2025-11-21 21:46:53,cancelled
204,469,2025-05-02 21:29:49,shipped
205,507,2026-01-09 03:18:16,cancelled
206,271,2025-07-06 03:24:13,processing
207,200,2025-10-21 12:37:20,processing
208,626,2026-01-05 08:47:39,delivered
209,348,2026-04-03 05:33:35,processing
210,47,2026-01-11 00:06:18,delivered
211,153,2026-03-08 17:59:58,shipped
212,863,2025-08-22 18:22:28,processing
213,690,2026-02-23 07:24:23,delivered
214,996,2025-11-16 00:31:10,shipped
215,645,2025-06-06 22:24:47,cancelled
216,113,2025-06-24 19:11:05,shipped
217,156,2026-02-18 12:52:04,cancelled
218,64,2026-02-26 13:15:19,shipped
219,935,2025-08-15 05:21:55,processing
220,306,2025-07-05 02:13:58,shipped
221,358,2025-06-05 16:51:29,processing
222,824,2025-06-01 16:18:45,shipped
223,453,2025-08-16 03:47:08,processing
224,631,2025-05-06 12:10:58,shipped
225,54,2026-02-28 10:19:47,delivered
226,952,2025-11-30 13:03:21,shipped
227,662,2026-01-17 22:55:32,delivered
228,741,2025-09-28 00:09:58,delivered
229,407,2025-12-26 13:11:06,cancelled
230,582,2025-11-17 12:09:31,delivered
231,517,2025-06-21 07:06:25,cancelled
232,470,2026-04-20 17:30:59,processing
233,691,2025-09-05 15:02:01,shipped
234,89,2026-03-27 14:50:27,cancelled
235,332,2025-05-01 01:59:54,shipped
236,458,2025-12-07 13:13:42,processing
237,710,2026-01-10 22:03:05,shipped
238,164,2025-09-01 13:00:51,cancelled
239,490,2025-06-18 23:23:51,shipped
240,773,2025-06-24 23:48:38,delivered
241,518,2025-12-15 06:39:04,shipped
242,735,2025-08-17 00:52:26,cancelled
243,136,2025-09-20 13:08:46,cancelled
244,837,2025-06-16 17:05:15,delivered
245,718,2025-05-04 08:02:16,delivered
246,788,2026-03-19 21:48:09,shipped
247,700,2026-03-13 09:39:05,shipped
248,746,2025-12-13 08:46:27,shipped
249,690,2025-07-11 21:30:02,cancelled
250,194,2026-01-24 18:49:13,delivered
251,959,2026-03-22 13:56:41,delivered
252,35,2025-09-17 02:39:38,cancelled
253,223,2025-09-10 14:31:19,delivered
254,327,2026-02-01 22:04:28,processing
255,227,2025-09-22 10:59:30,cancelled
256,438,2026-03-19 18:35:02,cancelled
257,391,2026-02-28 20:56:33,processing
258,551,2025-05-23 07:50:38,cancelled
259,826,2026-03-08 10:35:35,cancelled
260,543,2026-02-09 21:30:04,shipped
261,945,2026-02-07 12:22:35,cancelled
262,690,2026-01-07 03:00:56,delivered
263,688,2025-04-28 04:02:11,shipped
264,195,2026-03-06 11:02:05,delivered
265,795,2026-04-24 03:16:31,processing
266,904,2025-07-20 00:54:06,cancelled
267,424,2026-01-30 15:04:28,delivered
268,201,2026-01-11 16:56:43,processing
269,671,2025-12-04 14:46:08,processing
270,815,2025-12-15 05:31:40,processing
271,911,2025-09-08 18:22:27,delivered
272,646,2025-06-16 11:27:25,shipped
273,518,2026-02-24 07:21:43,cancelled
274,545,2026-01-22 10:17:21,cancelled
275,282,2025-12-10 06:44:47,processing
276,941,2025-11-06 12:46:19,delivered
277,407,2026-03-13 12:01:57,delivered
278,308,2025-05-04 07:47:32,delivered
279,387,2026-02-23 04:44:35,cancelled
280,85,2025-06-04 10:11:15,cancelled
281,889,2025-07-25 13:40:31,cancelled
282,674,2025-10-20 21:37:33,delivered
283,148,2025-06-12 18:25:00,cancelled
284,247,2025-06-21 18:55:25,cancelled
285,448,2025-08-12 16:00:24,shipped
286,629,2025-07-10 18:29:39,cancelled
287,365,2025-10-09 07:11:48,cancelled
288,76,2026-04-25 20:55:15,delivered
289,325,2025-09-14 02:47:16,processing
290,456,2025-11-27 04:02:38,processing
291,460,2025-09-01 13:00:40,cancelled
292,568,2025-11-23 06:19:07,delivered
293,87,2025-09-17 02:19:11,shipped
294,505,2025-09-25 03:03:14,shipped
295,432,2025-08-24 21:27:06,processing
296,508,2026-02-17 20:12:10,shipped
297,862,2026-04-21 13:00:23,cancelled
298,140,2025-06-17 07:18:46,processing
299,992,2025-07-19 00:36:58,processing
300,837,2026-03-22 08:59:44,cancelled
301,564,2025-05-08 04:34:00,delivered
302,512,2025-08-06 09:54:01,shipped
303,809,2025-05-26 19:05:27,cancelled
304,597,2026-04-07 14:13:44,cancelled
305,681,2026-02-10 02:28:20,processing
306,441,2026-02-24 00:51:28,delivered
307,523,2025-06-27 08:07:50,shipped
308,495,2025-05-07 15:32:57,delivered
309,357,2025-06-21 09:17:37,processing
310,100,2025-10-31 19:42:21,cancelled
311,24,2026-04-23 22:28:13,processing
312,529,2025-05-18 14:06:41,shipped
313,189,2025-10-08 18:07:34,shipped
314,399,2025-06-14 12:00:37,delivered
315,816,2025-09-15 04:56:47,delivered
316,269,2025-12-22 05:45:04,cancelled
317,469,2025-06-29 14:02:05,shipped
318,313,2025-10-30 20:00:47,delivered
319,429,2025-07-26 07:47:26,shipped
320,502,2025-11-30 05:03:24,processing
321,55,2025-11-05 20:55:04,processing
322,835,2025-08-13 15:01:05,cancelled
323,85,2025-05-21 02:38:09,delivered
324,551,2025-07-01 07:01:37,processing
325,116,2025-12-16 08:13:22,delivered
326,436,2025-12-24 05:58:22,delivered
327,357,2025-05-21 13:54:36,delivered
328,648,2025-10-16 18:38:33,cancelled
329,61,2026-01-31 20:35:56,processing
330,976,2026-02-01 21:49:32,delivered
331,672,2025-05-30 20:15:18,shipped
332,849,2025-10-12 03:47:41,shipped
333,78,2025-10-10 04:58:37,delivered
334,3,2026-03-28 10:36:18,delivered
335,217,2025-12-13 03:17:19,cancelled
336,134,2025-05-06 09:06:57,cancelled
337,857,2025-10-04 19:48:48,cancelled
338,468,2025-07-25 07:30:19,delivered
339,671,2025-06-17 04:05:16,processing
340,641,2025-06-15 19:25:13,processing
341,2,2026-03-27 16:23:53,shipped
342,713,2025-08-14 23:20:32,processing
343,490,2025-11-19 22:14:03,delivered
344,105,2026-01-05 03:49:59,delivered
345,833,2026-04-12 15:33:45,shipped
346,169,2025-06-08 06:11:51,cancelled
347,454,2025-09-07 15:49:28,shipped
348,127,2025-08-29 17:52:01,cancelled
349,661,2025-08-07 01:47:18,delivered
350,309,2026-03-29 06:05:36,shipped
351,116,2025-06-28 06:45:36,shipped
352,882,2026-03-15 03:52:08,cancelled
353,70,2026-04-03 21:32:29,delivered
354,294,2026-01-18 12:02:23,cancelled
355,81,2025-12-29 00:42:36,shipped
356,782,2026-01-02 00:46:16,delivered
357,947,2025-04-30 15:08:33,cancelled
358,57,2025-07-22 20:11:07,processing
359,719,2026-01-25 00:10:57,delivered
360,802,2026-01-28 13:17:13,processing
361,895,2026-03-30 04:27:18,processing
362,440,2025-08-16 13:09:23,processing
363,57,2025-05-10 06:20:48,cancelled
364,741,2025-08-02 15:51:51,delivered
365,48,2025-05-20 11:09:09,cancelled
366,823,2025-06-15 02:45:15,cancelled
367,738,2025-05-04 05:39:48,processing
368,924,2025-12-22 23:19:49,delivered
369,899,2025-09-15 17:39:41,cancelled
370,9,2026-04-15 07:30:26,processing
371,249,2026-04-14 04:37:27,cancelled
372,955,2025-10-02 04:25:20,cancelled
373,652,2025-11-06 11:10:40,delivered
374,543,2025-12-02 21:22:06,shipped
375,944,2026-04-17 17:32:17,shipped
376,653,2026-02-20 02:38:20,cancelled
377,988,2026-01-01 04:14:39,shipped
378,821,2025-10-20 00:33:16,cancelled
379,967,2025-09-17 19:48:02,shipped
380,461,2025-10-09 00:55:26,cancelled
381,316,2026-04-09 12:16:30,cancelled
382,847,2026-02-27 06:23:30,delivered
383,255,2025-08-25 09:42:02,processing
384,876,2025-12-25 14:25:26,cancelled
385,64,2025-05-22 21:15:47,shipped
386,646,2025-09-18 17:26:32,delivered
387,829,2025-10-16 15:49:30,shipped
388,965,2025-12-12 20:51:34,cancelled
389,842,2026-01-15 15:15:03,cancelled
390,931,2026-02-23 23:32:45,shipped
391,635,2025-09-09 20:24:36,shipped
392,287,2025-09-19 03:31:31,cancelled
393,817,2025-08-16 09:18:52,shipped
394,580,2025-10-09 19:23:17,processing
395,31,2026-03-21 06:33:17,processing
396,786,2025-07-03 16:10:08,shipped
397,273,2025-08-01 06:18:39,delivered
398,243,2025-08-03 06:37:34,processing
399,857,2025-10-30 22:26:45,cancelled
400,617,2026-03-20 12:35:52,shipped
401,940,2025-06-08 00:28:07,shipped
402,23,2025-06-19 20:08:07,shipped
403,406,2026-03-18 15:46:44,delivered
404,972,2026-03-08 07:04:52,cancelled
405,835,2025-08-03 04:55:58,shipped
406,972,2025-10-24 00:17:56,cancelled
407,340,2025-10-13 07:24:42,delivered
408,907,2025-04-28 17:58:47,delivered
409,710,2025-06-09 15:00:41,delivered
410,449,2025-05-14 19:46:38,cancelled
411,560,2025-11-29 04:56:39,cancelled
412,777,2025-05-20 18:08:58,shipped
413,21,2026-02-20 09:34:38,processing
414,385,2025-06-12 17:06:17,shipped
415,629,2026-03-03 07:30:30,cancelled
416,622,2026-02-26 00:12:09,cancelled
417,998,2025-11-13 09:02:55,shipped
418,403,2025-06-14 07:34:24,cancelled
419,90,2025-05-12 17:30:32,processing
420,299,2025-07-17 03:56:27,delivered
421,677,2025-05-08 00:52:07,processing
422,907,2026-03-06 17:52:54,cancelled
423,477,2026-04-16 16:00:43,processing
424,714,2026-02-07 18:53:57,delivered
425,995,2026-03-01 11:25:47,shipped
426,81,2025-10-04 21:58:19,cancelled
427,460,2025-11-28 18:42:35,shipped
428,434,2025-07-25 22:52:53,delivered
429,827,2025-06-05 16:05:55,delivered
430,566,2025-10-19 04:32:07,processing
431,154,2025-09-29 12:05:39,shipped
432,393,2025-08-12 22:36:23,cancelled
433,624,2026-02-18 04:19:53,cancelled
434,244,2025-06-01 15:11:46,delivered
435,288,2025-11-03 14:10:43,cancelled
436,998,2025-06-29 13:17:38,cancelled
437,217,2025-10-09 06:40:01,cancelled
438,519,2025-11-14 04:35:35,cancelled
439,853,2025-05-14 05:47:41,shipped
440,52,2025-11-25 02:26:10,processing
441,407,2025-05-02 18:53:12,delivered
442,609,2025-11-14 09:55:28,cancelled
443,858,2025-06-04 12:36:48,processing
444,51,2026-03-09 04:02:14,shipped
445,526,2026-02-03 22:26:17,delivered
446,178,2026-01-12 23:10:50,delivered
447,659,2025-09-16 22:09:21,processing
448,310,2025-10-18 13:57:09,cancelled
449,494,2025-06-08 09:34:34,delivered
450,729,2025-06-24 05:12:25,processing
451,878,2025-12-13 21:19:17,cancelled
452,929,2025-05-09 12:37:43,cancelled
453,228,2026-03-30 22:53:38,cancelled
454,483,2026-02-01 05:28:08,shipped
455,229,2025-06-08 16:50:28,processing
456,121,2025-09-07 18:53:17,cancelled
457,200,2026-01-26 05:06:09,delivered
458,351,2025-05-21 07:14:07,cancelled
459,647,2025-10-24 16:13:56,shipped
460,780,2025-05-30 11:30:24,shipped
461,414,2025-07-12 14:34:29,cancelled
462,973,2025-11-11 02:48:10,delivered
463,255,2025-05-14 04:11:02,shipped
464,603,2025-10-03 08:49:15,processing
465,467,2025-10-20 14:26:16,processing
466,971,2025-06-06 04:06:55,cancelled
467,135,2025-08-01 10:05:24,shipped
468,729,2025-05-18 14:44:32,delivered
469,21,2025-10-24 02:09:57,delivered
470,127,2026-01-29 10:37:37,processing
471,104,2025-07-25 16:42:42,processing
472,109,2025-09-03 16:16:41,cancelled
473,367,2025-05-28 15:26:38,cancelled
474,956,2025-05-16 06:01:43,cancelled
475,929,2026-03-09 10:11:53,delivered
476,237,2026-03-31 15:38:21,cancelled
477,179,2025-08-17 10:18:35,delivered
478,98,2025-09-14 22:24:30,delivered
479,175,2025-11-19 18:56:36,processing
480,351,2025-08-12 16:48:25,shipped
481,279,2025-11-04 18:35:48,cancelled
482,61,2025-08-22 06:55:23,shipped
483,822,2025-07-14 03:56:21,cancelled
484,884,2026-03-04 18:37:30,shipped
485,268,2025-09-30 06:32:16,processing
486,347,2025-07-04 15:27:11,delivered
487,847,2025-06-11 00:59:28,delivered
488,481,2026-01-26 02:52:28,cancelled
489,339,2025-07-13 00:31:40,processing
490,388,2025-05-07 07:34:35,cancelled
491,587,2025-05-04 10:58:16,cancelled
492,122,2025-12-03 03:55:12,cancelled
493,37,2025-10-13 15:54:18,delivered
494,212,2025-07-07 06:19:24,cancelled
495,574,2025-09-10 04:48:43,cancelled
496,3,2025-11-20 04:14:28,processing
497,169,2026-03-27 10:44:47,cancelled
498,201,2025-11-18 18:58:20,shipped
499,845,2026-01-15 08:42:17,shipped
500,689,2025-09-12 16:27:50,delivered
501,50,2025-10-18 05:10:41,cancelled
502,615,2025-10-10 02:16:10,processing
503,464,2026-01-25 20:45:03,shipped
504,882,2025-10-11 11:36:18,processing
505,728,2025-12-15 05:07:55,shipped
506,916,2025-08-04 05:44:10,processing
507,687,2025-11-06 09:11:37,delivered
508,257,2025-05-09 05:11:27,shipped
509,555,2025-07-16 03:10:14,delivered
510,575,2025-06-13 11:37:23,cancelled
511,427,2025-12-01 15:49:04,processing
512,649,2025-04-29 19:28:08,processing
513,192,2025-09-04 07:24:35,shipped
514,134,2025-07-13 23:00:07,shipped
515,951,2026-01-13 07:09:44,processing
516,539,2026-03-05 19:06:31,shipped
517,550,2026-04-01 09:42:42,cancelled
518,219,2026-02-23 10:43:32,processing
519,487,2025-07-14 12:03:31,delivered
520,927,2025-12-19 09:49:05,shipped
521,816,2025-10-01 00:49:55,delivered
522,521,2025-06-27 11:59:19,cancelled
523,971,2026-03-13 03:34:04,delivered
524,645,2026-03-08 05:00:52,shipped
525,158,2026-04-19 18:28:07,delivered
526,814,2026-04-27 06:12:39,processing
527,415,2025-10-15 08:43:52,cancelled
528,657,2026-04-20 17:53:31,delivered
529,622,2025-08-04 10:01:42,delivered
530,486,2026-03-19 06:19:27,shipped
531,909,2025-10-14 14:04:37,processing
532,6,2026-04-08 04:31:44,cancelled
533,662,2025-09-27 13:21:29,shipped
534,259,2025-10-14 07:52:09,shipped
535,581,2026-03-13 09:13:53,delivered
536,744,2025-06-24 12:29:26,cancelled
537,635,2025-05-28 08:13:42,delivered
538,632,2025-09-11 20:53:34,processing
539,253,2025-12-10 22:28:58,shipped
540,457,2025-05-22 13:44:02,processing
541,84,2025-11-17 10:17:26,processing
542,642,2025-07-30 02:35:02,delivered
543,32,2026-03-16 07:08:10,cancelled
544,229,2025-06-20 08:50:18,processing
545,515,2026-01-24 08:06:58,delivered
546,184,2026-03-25 06:02:20,shipped
547,271,2025-10-29 03:52:06,processing
548,811,2025-05-05 01:25:40,processing
549,106,2025-05-10 03:33:58,processing
550,670,2025-05-20 01:12:30,delivered
551,812,2025-08-08 23:51:22,cancelled
552,659,2025-10-01 04:36:07,processing
553,617,2025-10-05 18:46:10,delivered
554,494,2025-10-09 23:03:20,cancelled
555,131,2025-06-05 14:08:29,shipped
556,265,2025-08-26 07:31:46,shipped
557,483,2025-09-02 23:25:51,cancelled
558,814,2025-12-27 03:03:58,shipped
559,395,2025-12-12 13:19:20,shipped
560,881,2025-05-07 08:54:42,cancelled
561,630,2026-02-14 22:31:16,delivered
562,442,2025-05-24 00:33:44,cancelled
563,788,2026-03-02 11:24:59,cancelled
564,785,2025-06-11 22:11:01,shipped
565,557,2025-05-17 07:55:58,cancelled
566,121,2025-10-18 06:13:05,delivered
567,437,2025-12-12 05:51:59,processing
568,774,2025-11-02 07:08:10,shipped
569,592,2026-01-11 13:05:11,processing
570,103,2025-10-26 04:36:50,shipped
571,824,2025-06-14 23:17:38,delivered
572,270,2026-04-17 14:57:18,shipped
573,672,2025-08-03 16:16:38,processing
574,673,2025-05-12 04:38:59,processing
575,691,2025-05-05 07:38:49,delivered
576,799,2026-02-12 13:54:47,cancelled
577,755,2026-01-07 02:31:12,delivered
578,573,2025-08-07 17:00:11,processing
579,414,2025-12-11 02:22:24,delivered
580,516,2025-07-28 07:44:51,processing
581,990,2025-11-24 21:49:33,cancelled
582,29,2026-02-20 01:20:10,cancelled
583,649,2025-11-28 01:51:05,shipped
584,549,2025-05-24 01:48:22,delivered
585,767,2026-03-12 08:34:20,processing
586,363,2026-01-30 07:53:33,shipped
587,248,2025-12-02 07:19:04,processing
588,634,2026-02-15 18:56:39,processing
589,979,2026-01-24 12:22:20,cancelled
590,903,2026-03-26 20:54:45,processing
591,56,2026-01-27 10:57:46,cancelled
592,716,2025-12-28 18:33:25,cancelled
593,104,2026-01-23 03:47:20,processing
594,483,2025-08-10 08:57:44,processing
595,718,2025-12-06 16:09:26,processing
596,135,2025-04-28 20:43:42,shipped
597,443,2025-08-28 00:57:59,cancelled
598,10,2025-08-02 12:04:18,shipped
599,576,2026-01-12 00:01:16,delivered
600,860,2026-01-27 13:01:38,delivered
601,955,2025-05-23 05:37:08,processing
602,696,2025-08-28 16:03:21,shipped
603,911,2026-02-26 08:11:29,delivered
604,951,2025-07-03 12:47:45,processing
605,322,2025-05-14 02:45:06,processing
606,884,2025-08-04 22:09:02,processing
607,241,2025-12-20 19:19:57,processing
608,106,2025-12-20 03:24:06,delivered
609,27,2025-11-08 13:58:00,cancelled
610,907,2025-05-12 09:44:56,cancelled
611,130,2026-03-07 10:03:18,shipped
612,999,2025-12-12 16:24:44,processing
613,655,2025-08-21 06:37:04,processing
614,375,2026-01-03 19:06:57,cancelled
615,835,2026-03-16 01:53:49,shipped
616,504,2025-12-15 21:39:30,cancelled
617,816,2026-03-12 19:25:25,delivered
618,733,2025-11-06 16:00:49,cancelled
619,530,2026-04-23 13:51:22,processing
620,140,2026-04-17 02:20:23,processing
621,279,2025-09-28 02:11:04,cancelled
622,993,2026-02-25 21:38:31,delivered
623,733,2025-12-19 01:51:43,cancelled
624,16,2025-11-19 04:54:16,cancelled
625,819,2025-11-05 01:58:20,cancelled
626,769,2025-12-31 19:19:26,shipped
627,557,2025-07-23 13:22:16,cancelled
628,13,2026-01-04 08:33:52,delivered
629,35,2025-05-22 23:27:56,shipped
630,959,2025-07-13 20:11:47,processing
631,654,2025-10-24 14:17:52,processing
632,997,2025-12-12 22:40:13,delivered
633,814,2025-10-15 04:27:14,processing
634,708,2026-01-18 18:37:47,cancelled
635,703,2025-06-13 09:35:14,processing
636,158,2026-03-09 16:25:34,delivered
637,808,2025-10-05 16:38:48,processing
638,257,2025-09-23 03:04:33,delivered
639,557,2025-12-17 20:45:42,processing
640,159,2025-11-29 19:51:48,cancelled
641,654,2026-02-12 22:09:12,cancelled
642,329,2025-08-19 07:53:41,delivered
643,657,2025-06-06 07:44:28,processing
644,69,2025-10-04 06:15:43,delivered
645,498,2026-04-15 08:23:43,shipped
646,857,2025-09-23 01:03:04,cancelled
647,73,2025-06-05 08:38:18,delivered
648,655,2025-06-24 08:04:32,delivered
649,542,2025-07-20 16:25:29,delivered
650,984,2025-11-02 00:37:40,delivered
651,195,2025-08-17 00:20:03,shipped
652,720,2025-05-16 18:11:59,cancelled
653,412,2025-11-02 01:14:34,processing
654,333,2025-10-31 01:25:56,processing
655,564,2025-12-05 10:47:18,processing
656,36,2025-08-09 01:26:18,processing
657,877,2025-08-02 02:17:49,processing
658,570,2025-07-27 07:01:08,shipped
659,160,2026-03-16 09:13:06,shipped
660,308,2025-07-04 08:08:05,delivered
661,846,2026-02-17 16:41:20,delivered
662,901,2025-08-30 20:45:06,cancelled
663,537,2025-10-14 08:39:37,delivered
